casa_id,fecha,consumo_kwh,temperatura,irradiacion_solar,Tiene_Placas,Produccion_Solar_kWh
1,2020-03-04,0.106,14.2,0.0,0,0.0
1,2020-03-04,0.443,14.2,0.0,1,0.0
1,2020-03-04,0.336,14.2,0.0,1,0.0
1,2020-03-05,0.308,13.0,0.8,0,0.0
1,2020-03-05,0.284,13.0,0.8,0,0.0
1,2020-03-05,0.28,13.0,0.8,1,0.0018968139462295
1,2020-03-05,0.276,13.0,0.8,1,0.0027989609027277
1,2020-03-05,0.298,13.0,0.8,0,0.0
1,2020-03-05,0.247,13.0,0.8,0,0.0
1,2020-03-05,0.416,13.0,0.8,0,0.0
1,2020-03-05,0.286,13.0,0.8,0,0.0
1,2020-03-05,0.047,13.0,0.8,0,0.0
1,2020-03-05,0.064,13.0,0.8,0,0.0
1,2020-03-05,0.038,13.0,0.8,0,0.0
1,2020-03-05,0.055,13.0,0.8,0,0.0
1,2020-03-05,0.05,13.0,0.8,0,0.0
1,2020-03-05,0.038,13.0,0.8,0,0.0
1,2020-03-05,0.069,13.0,0.8,1,0.0026820621803542
1,2020-03-05,0.021,13.0,0.8,0,0.0
1,2020-03-05,0.12,13.0,0.8,1,0.0019564644208262
1,2020-03-05,0.252,13.0,0.8,1,0.001615995712884
1,2020-03-05,0.177,13.0,0.8,1,0.003809171816914
1,2020-03-05,0.072,13.0,0.8,0,0.0
1,2020-03-05,0.184,13.0,0.8,0,0.0
1,2020-03-05,1.252,13.0,0.8,0,0.0
1,2020-03-05,0.236,13.0,0.8,0,0.0
1,2020-03-05,0.187,13.0,0.8,0,0.0
1,2020-03-06,0.026,8.2,0.7,1,0.0024887338345199
1,2020-03-06,0.082,8.2,0.7,0,0.0
1,2020-03-06,0.055,8.2,0.7,0,0.0
1,2020-03-06,0.041,8.2,0.7,1,0.0015664212650455
1,2020-03-06,0.059,8.2,0.7,0,0.0
1,2020-03-06,0.03,8.2,0.7,1,0.0018824662246311
1,2020-03-06,0.193,8.2,0.7,0,0.0
1,2020-03-06,0.173,8.2,0.7,0,0.0
1,2020-03-06,0.084,8.2,0.7,0,0.0
1,2020-03-06,0.018,8.2,0.7,0,0.0
1,2020-03-06,0.082,8.2,0.7,0,0.0
1,2020-03-06,0.022,8.2,0.7,1,0.0034818335855744
1,2020-03-06,0.053,8.2,0.7,0,0.0
1,2020-03-06,0.051,8.2,0.7,1,0.0025678926753279
1,2020-03-06,0.021,8.2,0.7,0,0.0
1,2020-03-06,0.082,8.2,0.7,1,0.0022404357972651
1,2020-03-06,0.343,8.2,0.7,0,0.0
1,2020-03-06,0.458,8.2,0.7,0,0.0
1,2020-03-06,0.392,8.2,0.7,1,0.0030909738885751
1,2020-03-06,0.425,8.2,0.7,1,0.0028793736412621
1,2020-03-06,0.194,8.2,0.7,0,0.0
1,2020-03-06,0.107,8.2,0.7,1,0.0024272029957336
1,2020-03-06,0.174,8.2,0.7,1,0.001835316012778
1,2020-03-06,0.235,8.2,0.7,0,0.0
1,2020-03-07,0.031,9.9,1.7,0,0.0
1,2020-03-07,0.078,9.9,1.7,1,0.0071192342326545
1,2020-03-07,0.038,9.9,1.7,1,0.0058828714994375
1,2020-03-07,0.068,9.9,1.7,1,0.005244809641314
1,2020-03-07,0.026,9.9,1.7,0,0.0
1,2020-03-07,0.077,9.9,1.7,1,0.0065754249961567
1,2020-03-07,0.02,9.9,1.7,0,0.0
1,2020-03-07,0.085,9.9,1.7,0,0.0
1,2020-03-07,0.135,9.9,1.7,1,0.0079903163725937
1,2020-03-07,0.387,9.9,1.7,1,0.00678301427025
1,2020-03-07,0.373,9.9,1.7,0,0.0
1,2020-03-07,0.158,9.9,1.7,0,0.0
1,2020-03-07,0.204,9.9,1.7,0,0.0
1,2020-03-07,0.472,9.9,1.7,0,0.0
1,2020-03-07,0.099,9.9,1.7,0,0.0
1,2020-03-07,0.107,9.9,1.7,1,0.0076532902604094
1,2020-03-07,0.09,9.9,1.7,0,0.0
1,2020-03-07,0.145,9.9,1.7,1,0.0044087939257518
1,2020-03-07,0.268,9.9,1.7,0,0.0
1,2020-03-07,0.109,9.9,1.7,0,0.0
1,2020-03-07,0.118,9.9,1.7,0,0.0
1,2020-03-07,0.048,9.9,1.7,0,0.0
1,2020-03-07,0.143,9.9,1.7,0,0.0
1,2020-03-07,0.385,9.9,1.7,0,0.0
1,2020-03-08,0.248,10.5,0.2,0,0.0
1,2020-03-08,0.073,10.5,0.2,0,0.0
1,2020-03-08,0.045,10.5,0.2,1,0.0007868531789822
1,2020-03-08,0.057,10.5,0.2,0,0.0
1,2020-03-08,0.048,10.5,0.2,1,0.0006903998964229
1,2020-03-08,0.046,10.5,0.2,0,0.0
1,2020-03-08,0.061,10.5,0.2,0,0.0
1,2020-03-08,0.028,10.5,0.2,0,0.0
1,2020-03-08,0.111,10.5,0.2,0,0.0
1,2020-03-08,0.295,10.5,0.2,0,0.0
1,2020-03-08,0.083,10.5,0.2,0,0.0
1,2020-03-08,0.02,10.5,0.2,0,0.0
1,2020-03-08,0.084,10.5,0.2,1,0.0007577955203372
1,2020-03-08,0.146,10.5,0.2,0,0.0
1,2020-03-08,0.168,10.5,0.2,0,0.0
1,2020-03-08,0.036,10.5,0.2,0,0.0
1,2020-03-08,0.04,10.5,0.2,0,0.0
1,2020-03-08,0.087,10.5,0.2,0,0.0
1,2020-03-08,0.05,10.5,0.2,1,0.0007319615191971
1,2020-03-08,0.076,10.5,0.2,0,0.0
1,2020-03-08,0.43,10.5,0.2,0,0.0
1,2020-03-08,0.435,10.5,0.2,0,0.0
1,2020-03-08,0.203,10.5,0.2,0,0.0
1,2020-03-08,0.075,10.5,0.2,0,0.0
1,2020-03-09,0.045,9.9,0.1,0,0.0
1,2020-03-09,0.044,9.9,0.1,0,0.0
1,2020-03-09,0.068,9.9,0.1,0,0.0
1,2020-03-09,0.021,9.9,0.1,1,0.0002903713602978
1,2020-03-09,0.09,9.9,0.1,0,0.0
1,2020-03-09,0.021,9.9,0.1,0,0.0
1,2020-03-09,0.2,9.9,0.1,1,0.000319645146191
1,2020-03-09,0.153,9.9,0.1,0,0.0
1,2020-03-09,0.04,9.9,0.1,0,0.0
1,2020-03-09,0.069,9.9,0.1,1,0.0004414367076597
1,2020-03-09,0.019,9.9,0.1,1,0.0004186367903545
1,2020-03-09,0.088,9.9,0.1,0,0.0
1,2020-03-09,0.02,9.9,0.1,1,0.0004003640912374
1,2020-03-09,0.065,9.9,0.1,0,0.0
1,2020-03-09,0.043,9.9,0.1,0,0.0
1,2020-03-09,0.033,9.9,0.1,1,0.0002042849754699
1,2020-03-09,0.828,9.9,0.1,1,0.0002502719243596
1,2020-03-09,0.452,9.9,0.1,1,0.0004540361757266
1,2020-03-09,0.336,9.9,0.1,0,0.0
1,2020-03-09,0.413,9.9,0.1,1,0.0002715890426904
1,2020-03-09,0.66,9.9,0.1,0,0.0
1,2020-03-09,0.198,9.9,0.1,1,0.0004776617637392
1,2020-03-09,0.552,9.9,0.1,0,0.0
1,2020-03-09,0.643,9.9,0.1,0,0.0
1,2020-03-10,0.265,10.8,3.8,0,0.0
1,2020-03-10,0.275,10.8,3.8,0,0.0
1,2020-03-10,0.262,10.8,3.8,1,0.0148176295330067
1,2020-03-10,0.25,10.8,3.8,0,0.0
1,2020-03-10,0.288,10.8,3.8,1,0.0107519474954457
1,2020-03-10,0.232,10.8,3.8,1,0.0151303561523638
1,2020-03-10,0.429,10.8,3.8,1,0.0141537273200228
1,2020-03-10,0.359,10.8,3.8,0,0.0
1,2020-03-10,0.268,10.8,3.8,1,0.0078222978413695
1,2020-03-10,0.241,10.8,3.8,1,0.007991159149488
1,2020-03-10,0.229,10.8,3.8,0,0.0
1,2020-03-10,0.274,10.8,3.8,1,0.0169863497711607
1,2020-03-10,0.219,10.8,3.8,0,0.0
1,2020-03-10,0.177,10.8,3.8,0,0.0
1,2020-03-10,0.088,10.8,3.8,0,0.0
1,2020-03-10,0.07,10.8,3.8,1,0.014685726306104
1,2020-03-10,0.216,10.8,3.8,0,0.0
1,2020-03-10,0.057,10.8,3.8,0,0.0
1,2020-03-10,0.287,10.8,3.8,0,0.0
1,2020-03-10,0.021,10.8,3.8,0,0.0
1,2020-03-10,0.056,10.8,3.8,1,0.0127226211418205
1,2020-03-10,0.082,10.8,3.8,1,0.0081001917314792
1,2020-03-10,1.041,10.8,3.8,1,0.0163773782752565
1,2020-03-10,0.11,10.8,3.8,0,0.0
1,2020-03-11,0.037,12.5,10.2,0,0.0
1,2020-03-11,0.084,12.5,10.2,0,0.0
1,2020-03-11,0.02,12.5,10.2,1,0.0219490096219583
1,2020-03-11,0.082,12.5,10.2,0,0.0
1,2020-03-11,0.032,12.5,10.2,1,0.0492211060035557
1,2020-03-11,0.041,12.5,10.2,1,0.0209008493700379
1,2020-03-11,0.18,12.5,10.2,0,0.0
1,2020-03-11,0.234,12.5,10.2,0,0.0
1,2020-03-11,0.067,12.5,10.2,0,0.0
1,2020-03-11,0.057,12.5,10.2,0,0.0
1,2020-03-11,0.042,12.5,10.2,0,0.0
1,2020-03-11,0.083,12.5,10.2,1,0.0320314196141602
1,2020-03-11,0.024,12.5,10.2,1,0.030063786394981
1,2020-03-11,0.074,12.5,10.2,0,0.0
1,2020-03-11,0.048,12.5,10.2,0,0.0
1,2020-03-11,0.052,12.5,10.2,0,0.0
1,2020-03-11,0.181,12.5,10.2,0,0.0
1,2020-03-11,0.067,12.5,10.2,0,0.0
1,2020-03-11,0.074,12.5,10.2,1,0.046799078190177
1,2020-03-11,0.033,12.5,10.2,1,0.0379086125094198
1,2020-03-11,0.119,12.5,10.2,1,0.0384135335662449
1,2020-03-11,0.078,12.5,10.2,1,0.0455952822816361
1,2020-03-11,0.606,12.5,10.2,0,0.0
1,2020-03-11,0.163,12.5,10.2,1,0.0480037362336656
1,2020-03-12,0.061,12.8,0.0,0,0.0
1,2020-03-12,0.059,12.8,0.0,1,0.0
1,2020-03-12,0.039,12.8,0.0,1,0.0
1,2020-03-12,0.072,12.8,0.0,1,0.0
1,2020-03-12,0.022,12.8,0.0,0,0.0
1,2020-03-12,0.089,12.8,0.0,0,0.0
1,2020-03-12,0.144,12.8,0.0,0,0.0
1,2020-03-12,0.208,12.8,0.0,0,0.0
1,2020-03-12,0.046,12.8,0.0,0,0.0
1,2020-03-12,0.038,12.8,0.0,0,0.0
1,2020-03-12,0.072,12.8,0.0,0,0.0
1,2020-03-12,0.02,12.8,0.0,0,0.0
1,2020-03-12,0.09,12.8,0.0,0,0.0
1,2020-03-12,0.021,12.8,0.0,0,0.0
1,2020-03-12,0.066,12.8,0.0,0,0.0
1,2020-03-12,0.044,12.8,0.0,0,0.0
1,2020-03-12,0.031,12.8,0.0,0,0.0
1,2020-03-12,0.244,12.8,0.0,0,0.0
1,2020-03-12,0.149,12.8,0.0,1,0.0
1,2020-03-12,0.078,12.8,0.0,0,0.0
1,2020-03-12,0.222,12.8,0.0,1,0.0
1,2020-03-12,0.452,12.8,0.0,0,0.0
1,2020-03-12,0.353,12.8,0.0,0,0.0
1,2020-03-12,0.099,12.8,0.0,1,0.0
1,2020-03-13,0.067,9.2,4.7,0,0.0
1,2020-03-13,0.042,9.2,4.7,0,0.0
1,2020-03-13,0.055,9.2,4.7,0,0.0
1,2020-03-13,0.052,9.2,4.7,0,0.0
1,2020-03-13,0.021,9.2,4.7,0,0.0
1,2020-03-13,0.093,9.2,4.7,0,0.0
1,2020-03-13,0.114,9.2,4.7,1,0.0207562691122935
1,2020-03-13,0.291,9.2,4.7,1,0.0166790097360921
1,2020-03-13,0.019,9.2,4.7,0,0.0
1,2020-03-13,0.082,9.2,4.7,1,0.0225528218273311
1,2020-03-13,0.023,9.2,4.7,0,0.0
1,2020-03-13,0.06,9.2,4.7,1,0.0143391059903417
1,2020-03-13,0.046,9.2,4.7,1,0.0133974356591813
1,2020-03-13,0.036,9.2,4.7,0,0.0
1,2020-03-13,0.07,9.2,4.7,0,0.0
1,2020-03-13,0.019,9.2,4.7,0,0.0
1,2020-03-13,0.196,9.2,4.7,1,0.0155538705921604
1,2020-03-13,0.751,9.2,4.7,0,0.0
1,2020-03-13,0.34,9.2,4.7,1,0.0219496816709636
1,2020-03-13,0.021,9.2,4.7,0,0.0
1,2020-03-13,0.851,9.2,4.7,0,0.0
1,2020-03-13,0.568,9.2,4.7,0,0.0
1,2020-03-13,0.742,9.2,4.7,0,0.0
1,2020-03-13,0.522,9.2,4.7,0,0.0
1,2020-03-14,0.262,9.0,9.7,1,0.0396972632933866
1,2020-03-14,0.033,9.0,9.7,0,0.0
1,2020-03-14,0.043,9.0,9.7,0,0.0
1,2020-03-14,0.074,9.0,9.7,0,0.0
1,2020-03-14,0.024,9.0,9.7,1,0.0266373018651643
1,2020-03-14,0.086,9.0,9.7,1,0.0388467100723862
1,2020-03-14,0.021,9.0,9.7,0,0.0
1,2020-03-14,0.089,9.0,9.7,0,0.0
1,2020-03-14,0.021,9.0,9.7,1,0.0416051727239926
1,2020-03-14,0.309,9.0,9.7,0,0.0
1,2020-03-14,0.172,9.0,9.7,0,0.0
1,2020-03-14,0.066,9.0,9.7,0,0.0
1,2020-03-14,0.048,9.0,9.7,0,0.0
1,2020-03-14,0.031,9.0,9.7,0,0.0
1,2020-03-14,0.126,9.0,9.7,1,0.0257965753971418
1,2020-03-14,0.186,9.0,9.7,1,0.0447955298108304
1,2020-03-14,0.089,9.0,9.7,1,0.0212387543509339
1,2020-03-14,0.104,9.0,9.7,0,0.0
1,2020-03-14,0.035,9.0,9.7,1,0.032116223130866
1,2020-03-14,0.098,9.0,9.7,1,0.0266598113228642
1,2020-03-14,0.889,9.0,9.7,0,0.0
1,2020-03-14,0.489,9.0,9.7,0,0.0
1,2020-03-14,0.641,9.0,9.7,1,0.0262886009301573
1,2020-03-14,0.544,9.0,9.7,0,0.0
1,2020-03-15,0.232,11.6,5.7,0,0.0
1,2020-03-15,0.286,11.6,5.7,0,0.0
1,2020-03-15,0.248,11.6,5.7,0,0.0
1,2020-03-15,0.26,11.6,5.7,1,0.0264955827947797
1,2020-03-15,0.279,11.6,5.7,0,0.0
1,2020-03-15,0.235,11.6,5.7,0,0.0
1,2020-03-15,0.303,11.6,5.7,1,0.0230403150748035
1,2020-03-15,0.23,11.6,5.7,1,0.0177385521551408
1,2020-03-15,0.307,11.6,5.7,0,0.0
1,2020-03-15,0.488,11.6,5.7,0,0.0
1,2020-03-15,0.27,11.6,5.7,0,0.0
1,2020-03-15,0.029,11.6,5.7,1,0.0158442159135437
1,2020-03-15,0.08,11.6,5.7,0,0.0
1,2020-03-15,0.023,11.6,5.7,0,0.0
1,2020-03-15,0.344,11.6,5.7,0,0.0
1,2020-03-15,0.787,11.6,5.7,0,0.0
1,2020-03-15,0.093,11.6,5.7,0,0.0
1,2020-03-15,0.057,11.6,5.7,0,0.0
1,2020-03-15,0.153,11.6,5.7,1,0.0115943867962338
1,2020-03-15,0.546,11.6,5.7,1,0.0229934329736241
1,2020-03-15,0.68,11.6,5.7,0,0.0
1,2020-03-15,0.675,11.6,5.7,0,0.0
1,2020-03-15,0.681,11.6,5.7,0,0.0
1,2020-03-15,0.285,11.6,5.7,0,0.0
1,2020-03-16,0.079,9.2,0.0,1,0.0
1,2020-03-16,0.131,9.2,0.0,0,0.0
1,2020-03-16,0.154,9.2,0.0,0,0.0
1,2020-03-16,0.25,9.2,0.0,0,0.0
1,2020-03-16,0.09,9.2,0.0,0,0.0
1,2020-03-16,0.093,9.2,0.0,0,0.0
1,2020-03-16,0.221,9.2,0.0,1,0.0
1,2020-03-16,0.213,9.2,0.0,0,0.0
1,2020-03-16,0.055,9.2,0.0,0,0.0
1,2020-03-16,0.02,9.2,0.0,0,0.0
1,2020-03-16,0.09,9.2,0.0,1,0.0
1,2020-03-16,0.019,9.2,0.0,1,0.0
1,2020-03-16,0.063,9.2,0.0,0,0.0
1,2020-03-16,0.045,9.2,0.0,0,0.0
1,2020-03-16,0.025,9.2,0.0,0,0.0
1,2020-03-16,0.082,9.2,0.0,0,0.0
1,2020-03-16,0.02,9.2,0.0,0,0.0
1,2020-03-16,0.977,9.2,0.0,1,0.0
1,2020-03-16,0.619,9.2,0.0,1,0.0
1,2020-03-16,0.21,9.2,0.0,0,0.0
1,2020-03-16,0.21,9.2,0.0,0,0.0
1,2020-03-16,0.221,9.2,0.0,1,0.0
1,2020-03-16,0.621,9.2,0.0,1,0.0
1,2020-03-16,0.432,9.2,0.0,1,0.0
1,2020-03-17,0.092,11.4,0.0,1,0.0
1,2020-03-17,0.035,11.4,0.0,0,0.0
1,2020-03-17,0.1,11.4,0.0,0,0.0
1,2020-03-17,0.029,11.4,0.0,1,0.0
1,2020-03-17,0.091,11.4,0.0,0,0.0
1,2020-03-17,0.036,11.4,0.0,0,0.0
1,2020-03-17,0.064,11.4,0.0,1,0.0
1,2020-03-17,0.174,11.4,0.0,1,0.0
1,2020-03-17,0.355,11.4,0.0,0,0.0
1,2020-03-17,0.274,11.4,0.0,0,0.0
1,2020-03-17,0.288,11.4,0.0,0,0.0
1,2020-03-17,0.335,11.4,0.0,1,0.0
1,2020-03-17,0.413,11.4,0.0,0,0.0
1,2020-03-17,0.148,11.4,0.0,0,0.0
1,2020-03-17,0.11,11.4,0.0,0,0.0
1,2020-03-17,0.816,11.4,0.0,0,0.0
1,2020-03-17,0.292,11.4,0.0,0,0.0
1,2020-03-17,0.277,11.4,0.0,0,0.0
1,2020-03-17,0.195,11.4,0.0,1,0.0
1,2020-03-17,0.098,11.4,0.0,0,0.0
1,2020-03-17,0.283,11.4,0.0,0,0.0
1,2020-03-17,0.658,11.4,0.0,0,0.0
1,2020-03-17,0.294,11.4,0.0,0,0.0
1,2020-03-17,0.196,11.4,0.0,0,0.0
1,2020-03-18,0.021,13.0,0.0,1,0.0
1,2020-03-18,0.075,13.0,0.0,0,0.0
1,2020-03-18,0.036,13.0,0.0,1,0.0
1,2020-03-18,0.045,13.0,0.0,0,0.0
1,2020-03-18,0.067,13.0,0.0,0,0.0
1,2020-03-18,0.019,13.0,0.0,1,0.0
1,2020-03-18,0.093,13.0,0.0,0,0.0
1,2020-03-18,0.201,13.0,0.0,1,0.0
1,2020-03-18,0.276,13.0,0.0,0,0.0
1,2020-03-18,0.34,13.0,0.0,1,0.0
1,2020-03-18,0.135,13.0,0.0,0,0.0
1,2020-03-18,0.123,13.0,0.0,0,0.0
1,2020-03-18,0.069,13.0,0.0,0,0.0
1,2020-03-18,0.118,13.0,0.0,0,0.0
1,2020-03-18,0.053,13.0,0.0,0,0.0
1,2020-03-18,0.559,13.0,0.0,0,0.0
1,2020-03-18,0.062,13.0,0.0,1,0.0
1,2020-03-18,0.11,13.0,0.0,1,0.0
1,2020-03-18,0.062,13.0,0.0,1,0.0
1,2020-03-18,0.118,13.0,0.0,0,0.0
1,2020-03-18,0.069,13.0,0.0,0,0.0
1,2020-03-18,0.168,13.0,0.0,0,0.0
1,2020-03-18,0.532,13.0,0.0,0,0.0
1,2020-03-18,0.348,13.0,0.0,0,0.0
1,2020-03-19,0.373,16.6,5.1,0,0.0
1,2020-03-19,0.074,16.6,5.1,0,0.0
1,2020-03-19,0.021,16.6,5.1,0,0.0
1,2020-03-19,0.09,16.6,5.1,1,0.0142988587130504
1,2020-03-19,0.02,16.6,5.1,0,0.0
1,2020-03-19,0.092,16.6,5.1,0,0.0
1,2020-03-19,0.02,16.6,5.1,1,0.012354833509752
1,2020-03-19,0.071,16.6,5.1,0,0.0
1,2020-03-19,0.04,16.6,5.1,0,0.0
1,2020-03-19,0.556,16.6,5.1,0,0.0
1,2020-03-19,0.235,16.6,5.1,1,0.025032999136663
1,2020-03-19,0.222,16.6,5.1,1,0.01433589928984
1,2020-03-19,0.144,16.6,5.1,0,0.0
1,2020-03-19,0.187,16.6,5.1,1,0.0152241306386981
1,2020-03-19,0.089,16.6,5.1,0,0.0
1,2020-03-19,0.11,16.6,5.1,0,0.0
1,2020-03-19,1.088,16.6,5.1,1,0.0252119195223415
1,2020-03-19,0.148,16.6,5.1,0,0.0
1,2020-03-19,0.135,16.6,5.1,0,0.0
1,2020-03-19,0.112,16.6,5.1,0,0.0
1,2020-03-19,0.138,16.6,5.1,0,0.0
1,2020-03-19,0.401,16.6,5.1,1,0.0175437868602451
1,2020-03-19,0.372,16.6,5.1,0,0.0
1,2020-03-19,0.266,16.6,5.1,0,0.0
1,2020-03-20,0.024,16.9,5.3,1,0.0173273007770482
1,2020-03-20,0.085,16.9,5.3,0,0.0
1,2020-03-20,0.029,16.9,5.3,1,0.0175870865587985
1,2020-03-20,0.063,16.9,5.3,0,0.0
1,2020-03-20,0.052,16.9,5.3,0,0.0
1,2020-03-20,0.039,16.9,5.3,0,0.0
1,2020-03-20,0.075,16.9,5.3,0,0.0
1,2020-03-20,0.047,16.9,5.3,0,0.0
1,2020-03-20,0.402,16.9,5.3,0,0.0
1,2020-03-20,0.199,16.9,5.3,1,0.0195778067577601
1,2020-03-20,0.162,16.9,5.3,0,0.0
1,2020-03-20,0.335,16.9,5.3,0,0.0
1,2020-03-20,0.392,16.9,5.3,0,0.0
1,2020-03-20,0.41,16.9,5.3,0,0.0
1,2020-03-20,0.623,16.9,5.3,0,0.0
1,2020-03-20,0.497,16.9,5.3,0,0.0
1,2020-03-20,0.117,16.9,5.3,1,0.0247807699362026
1,2020-03-20,0.066,16.9,5.3,0,0.0
1,2020-03-20,0.095,16.9,5.3,0,0.0
1,2020-03-20,0.252,16.9,5.3,0,0.0
1,2020-03-20,0.187,16.9,5.3,0,0.0
1,2020-03-20,0.23,16.9,5.3,0,0.0
1,2020-03-20,0.435,16.9,5.3,0,0.0
1,2020-03-20,0.296,16.9,5.3,0,0.0
1,2020-03-21,0.251,15.8,5.3,0,0.0
1,2020-03-21,0.098,15.8,5.3,1,0.0214004212499434
1,2020-03-21,0.021,15.8,5.3,0,0.0
1,2020-03-21,0.082,15.8,5.3,0,0.0
1,2020-03-21,0.029,15.8,5.3,1,0.0182393966683335
1,2020-03-21,0.062,15.8,5.3,0,0.0
1,2020-03-21,0.048,15.8,5.3,1,0.0242278244785737
1,2020-03-21,0.032,15.8,5.3,1,0.0131272970377236
1,2020-03-21,0.191,15.8,5.3,0,0.0
1,2020-03-21,0.189,15.8,5.3,0,0.0
1,2020-03-21,0.632,15.8,5.3,0,0.0
1,2020-03-21,0.339,15.8,5.3,0,0.0
